"uid","name","fundCodes","workDay","return","optimal","optimalName"
"30283311","刘杰","000055,000179,000180,000369,000370,001092,001093,002903,002987,003765,003766,004243,004996,006479,006480,006679,006680,006778,006779,007784,007785,008100,008101,159941,159952,159979,162711,162719,270010,270042,501303,510360,510510,515600",2517,183.22,"270010","广发沪深300ETF联接A"
"30040987","李菁","003400",4858,15.22,"003400","建信恒瑞一年定开债"
"30057702","刘俊","000166,000597,002213,011514,011515,398051,399011",4007,148.16,"398051","中海环保新能源混合"
"30040278","李建","000190,000572,001035,006243,009345,009346,010167,010172,011044,011045,163816,163817",4931,195.5,"163816","中银转债增强债券A"
"30443778","李捷","001932,002720,002721,003131,004760,004761,005683,010205,010206,010765,010766",1772,136.79,"005683","国寿安保华兴灵活配置混合"
"30479077","刘杰","003626,006433,700001,700004",1423,118.51,"700001","平安行业先锋混合"
"30500129","李进","000924,007579,007581,008227,008228,213001",1589,264.6,"213001","宝盈鸿利收益灵活配置混合A"
"30507642","李晨","000832,001251,001386,001391,002847,420006,420106",1548,13.8,"001386","天弘弘运宝货币A"
"30545614","梁辰","009970,011201,011202,501001,501046",1196,121.52,"501001","财通多策略精选混合(LOF)"
"30572207","罗成","005039,005040,009102,009103",1072,46.47,"005039","鹏扬景兴混合A"
"30574578","郎超","000780",1045,142.82,"000780","鹏华医疗保健股票"
"30663469","刘翀","007255",667,23.29,"007255","华宝稳健养老(FOF)"
"30690477","刘畅畅","001532",409,99.4,"001532","华安文体健康混合"
"30171204","郎骋成","004788,004789,005104,005105,006109,006110",219,50.73,"004788","富荣沪深300指数增强A"
"30354529","陆丛凡","003606,006481,007073,008379,008380,008789,008790,010262,010263,501300,511060,511180,511220,511270,511360",598,6,"511270","海富通上证10年期ETF"
"30081438","李晨辉","002182,002465,004695,006749,006755,007550,009327,009328",1713,58.2,"006749","东兴核心成长混合A"
"30500700","刘长俊","008322,008323,009456,009463,009464,010565,010566,010567,400009",1091,4.03,"008322","东方卓行18个月定开债券A"
"30642988","兰传杰","110025",788,65.95,"110025","易方达资源行业混合"
"30373413","罗春蕾","006007,006008,320012",1974,199.58,"320012","诺安主题精选混合"
"30541962","龙昌伦","000176,001637,007133,007134,008778,008779",1339,97.54,"000176","嘉实沪深300指数研究增强"
"30435421","林翠萍","009007",1389,27.18,"009007","兴全沪港深两年持有混合"
"30156014","卢纯青","004812,004813",241,87.84,"004812","中欧先进制造股票A"
"30550311","李长桥","007046,008640,008641,730001",143,40.02,"008640","方正富邦科技创新A"
"30070771","刘朝阳","000009,000010,000013,000359,000647,000648,000920,005122,006662,006663,006664,008733",3076,18.14,"000648","易方达财富快线货币B"
"30717296","李朝昱","006689,008182",101,30.62,"008182","方正富邦信泓混合C"
"30049502","陆从珍","460002",2118,9.81,"460002","华泰柏瑞积极成长混合A"
"30134064","刘冬","009385",1472,13.78,"009385","天弘永裕平衡养老三年持有(FOF)"
"30067607","刘冬","007748,008621",1216,27.86,"007748","天弘养老2035三年(FOF)"
"30190658","李丹","002376,004258,004259,004301,004302,005175",1844,94.31,"005175","国寿安保消费新蓝海混合"
"30556142","刘敦","003986,004135,004769,007794,007804,008895,310318",1229,79.82,"004769","申万菱信价值优先混合"
"30715847","李丹","005500",123,0.74,"005500","银华岁盈定期开放债券"
"30722037","李迪","000066",51,23.92,"000066","诺安鸿鑫混合"
"30075368","李达夫","000836,000837,000868,000869,001094,001095,001584,001585,005725,006553,121011,128011,161216,161221",3119,13.1,"000836","国投瑞银钱多宝货币A"
"30722028","李迪光","002137",51,11.03,"002137","诺安利鑫灵活配置混合"
"30506861","李德辉","001126,001538,008314,008315,009998,370027",1555,248.99,"001538","上投摩根科技前沿灵活配置混合"
"30075269","李栋梁","002111,004335,007964,008817,240003,240012,240013,240018",3525,100.74,"004335","华宝新飞跃灵活配置混合"
"30131854","连端清","003042,003043,005025,519722,519740,519776,519777,519786,519787",2027,18.23,"519740","交银丰盈收益债券A"
"30722035","李德清","006495,006508,007371,007372",52,0.09,"006508","国联安增裕一年定开债"
"30484796","刘大巍","004800,006404,006436,006437,007064,007065,007889,519118,519119,519121,519122,519320,519321,519330,519331",1648,19.21,"519330","浦银安盛盛跃纯债债券A"
"30201919","李道滢","970009,970010",2345,17.42,"970010","方正证券金立方一年持有期混合C"
"30050037","李飞","007520,710301,710302",3838,40.44,"710301","富安达增强收益债券A"
"30535416","李峰","003583,003584,005455,006989,006990,008064,008344,010767,010768,165311,165314,530020,531020",1377,33.13,"530020","建信转债增强债券A"
"30544226","刘斐","004845,004846,005047,005048,005296,005297",1284,80.23,"005296","南华丰淳混合A"
"30580530","刘锋","000926,002640,004676,006843",991,66.52,"000926","中信建投睿信灵活配置混合A"
"30589049","李飞","920008,920011,920921,920928",296,23.42,"920011","中金安心回报灵活配置混合A"
"30050279","陆丰","003854,003855,003886,003887",288,55.7,"003886","汇安丰利混合A"
"30710245","栾峰","001577,070003",196,32.16,"001577","嘉实低价策略股票"
"30292336","李富强","001364,002383,002644,002645,003147,003373,003374,007967,008003,008004,008938,010959,090017",1605,68.16,"003374","大成景禄灵活配置混合C"
"30590403","梁福涛","006430,007257,007258",849,106.52,"006430","凯石澜龙头经济定开混合"
"30164254","刘方旭","001623,005706,006366,009539,009540",1894,205.18,"001623","兴业国企改革混合"
"30334535","刘方正","001325,001326,001327,001328,001331,001332,003142,003143,003343,003344,003663,003780,005434,184801",2172,186.91,"003142","鹏华弘达混合A"
"30566602","李刚","008501,008502,009064,009065,009130,009131,009266,009426,009427,011017,011521,011522",778,14.31,"009426","鹏扬景惠六个月持有期混合A"
"30511920","林高榜","008283,110010",1381,65.08,"110010","易方达价值成长混合"
"30636078","林国怀","006580,008145,010266,010267",757,61.54,"006580","兴全安泰养老三年(FOF)"
"30579302","梁国桓","006601,006602,007875,007876",752,47.44,"007875","国融融兴混合A"
"30661637","刘国江","006752,006753,420003",663,68.05,"006752","天弘港股通精选A"
"30649445","李国林","006424,006425,007141,007142,007281,009106,009107,011015,011016",767,158.95,"006424","嘉合锦程混合A"
"30304626","金梓才","001480,006502,006503,008983,008984,009062,009063,501046,501085,720001",2285,354.42,"720001","财通价值动量混合"
"30697930","金之洁","007676,007677,008316,008369,008465,008466,008568,009252,009253,009254",297,2,"009254","蜂巢添禧87个月定开"
"30715777","孔典熠","970009,970010,970018,970019",122,16.32,"970010","方正证券金立方一年持有期混合C"
"30719742","康芳华","001918,001919,002073,002074,005436",73,0.97,"005436","圆信永丰兴瑞定开债"
"30405173","柯海东","003145,006123,006124,006314,006315,008424,008425,009347,009348",1737,202.23,"003145","中融竞争优势"
"30362196","康晶","003863,003864,006107,006108,006325,006326,007595,007596,007908,007909,008460,008473,008474,217003,217203",2026,22.48,"217003","招商安泰债券A"
"30655278","阚磊","006773,006774,007837,007838,007970,010232,010828,010829,011027,011028",732,6.37,"006773","国寿安保尊荣中短债债券A"
"30719502","孔令兵","005197,005198,005833,005834,486001",75,36.7,"005833","工银红利优享混合A"
"30141667","孔令超","001203,001204,001309,001405,001406,002651,002652,002701,002702,005008,005974,005975,007262,007263,008263,169106,501053",1660,41.06,"001405","东方红策略精选混合A"
"30708819","孔帅","009150",207,NaN,"",""
"30723207","孔涛","005136",40,4.02,"005136","华安幸福生活混合"
"30378810","匡伟","959991,959993",313,78.39,"959993","兴证资管金麒麟领先优势一年持有混合C"
"30671434","寇文红","001261",642,45.39,"001261","中融新机遇混合"
"30131083","孔学兵","002256,002863,007872",2695,31.77,"002256","金信行业优选混合发起式"
"30130842","孔祥鹏","620001",619,11.05,"620001","金元顺安宝石动力混合"
"30541881","孔晓语","001474,008037,008038",1004,77.16,"001474","兴银丰盈灵活配置"
"30672631","孔宪政","008035,008036",85,3.2,"008035","蜂巢恒利债券A"
"30722503","李昂","007439,007463",47,10.51,"007439","东海科技动力A"
"30358533","罗安安","001692,002577,005729,006539,009646,009647,009681,009682,010132,010133,202011",2052,171.51,"202011","南方优选价值混合A"
"30671075","刘安坤","005067,006084,009270",645,83.06,"005067","融通逆向策略灵活配置混合A"
"30567663","刘爱民","002077,002078,002279,003314,003874,003875,007179,007224,007225,007459,007587,007588,008505,008506,008548,008605,009175,009176,009679,166803",1132,14.51,"002279","浙商惠盈纯债A"
"30201644","腊博","000546,002494,002498,002507,003671,005340,005706,008221,009358,009359,010781,010782",2576,84.31,"005706","兴业龙腾双益平衡混合"
"30275721","刘斌","005708,006863,008878,255010,257030",2629,279.47,"255010","国联安稳健混合"
"30054195","刘斌","001637,005166,005167",3913,73.3,"001637","嘉实腾讯自选股大数据策略股票"
"30322942","李博","000457,005983,373010,377010",2243,167.72,"000457","上投摩根核心成长股票"
"30054615","罗博","005459,005460,519613,519614,519615,519671,519677",4072,140.1,"519677","银河定投宝腾讯济安指数"
"30336357","李博","001144,002258,010178,010179,090004,090015,501079",2132,143.52,"501079","大成科创主题3年封闭混合"
"30158836","刘波","005185,005246,008504,020002,020012,160217",2580,8.78,"005246","国泰可转债债券"
"30579242","刘博","001508,001510,005760,010549",956,204.2,"005760","富国周期优势混合"
"30592132","陆奔","001312,002144,002363,002364,005695,005696,009400,009401,009409,009410,010619,010620",879,68.72,"005695","华安睿明两年定开混合A"
"30612122","刘博","000503,000504,001006,002260,004553,005527,005528,008952,008953,009236",842,13.55,"005527","中信建投山西国企债A"
"30181758","刘彬","002083,002084,002272,004573,004982,519095",725,154.71,"519095","新华行业周期轮换混合"
"30671187","陆彬","001643,001644,540003,540008",644,248.13,"001643","汇丰晋信智造先锋股票A"
"30552965","郦彬","410009",621,64.9,"410009","华富量子生命力混合"
"30673148","李彪","005262,005263",620,53.34,"005262","鑫元欣享灵活配置混合A"
"30709106","李彪","007059,007060",207,27.91,"007060","汇添富养老2050混合(FOF)"
"30432539","李邦长","000709,003847,005377,040038,040039,511600",1816,23.71,"003847","华安鼎丰债券"
"30130480","林柏川","008443,008444,168108",1507,84.98,"168108","九泰锐诚混合(LOF)"
"30571807","林博程","005009,310358",1074,91.23,"310358","申万菱信新经济混合"
"30201130","李博涵","008706,008707,008708,513680,539001,539002,539003",2756,14.78,"539001","建信全球机遇混合(QDII)"
"30724584","林博鸿","002553,050014",22,9,"050014","博时创业成长混合A"
"30549685","李博良","004860,005465,005466,005467,005468,006654,006655,007117,007118,008941,008942,008982",1276,17.06,"005467","华泰紫金智盈债券A"
"30081579","鲁炳良","006290,006291,007661,009572",792,67.29,"006290","南方养老2035(FOF)A"
"30467936","李兵伟","003208,004696,009116,009117,009327,009328",1713,84.32,"009116","东兴中证消费50A"
"30512489","鲁邦旺","000200,000734,000735,001308,002960,003206,004060,004282,004985,008191,008192,008193,511860",1528,18.37,"000200","博时岁岁增利一年定开债"
"30519594","李炳智","001765,001770,003167,003168,003360,003361,005301,005302,006090,006091,007763,007764,007765,007766,009788,009894",1487,44.07,"001765","前海开源嘉鑫混合A"
"30389348","栾超","000584,009885,009886,519089,519091,519158",1812,201.58,"000584","新华鑫益灵活配置混合"
"30184620","林材","003180,003181,003581,004128,006801,006802,007040,007111,011290,011291",2605,144.69,"007111","前海联合国民健康混合C"
"30181751","刘晨","011097,011098",1605,1.17,"011097","达诚宜创精选混合A"
"30038091","李琛","006780,010022,010457,010458,270041",5001,218.64,"270041","广发消费品精选混合A"
"30198126","林伟斌","007856,007857,009051,009052,011608,011609,502006,502048,515180,515810,588080",2485,59.43,"007856","易方达中证800ETF联接A"
"30136601","李文宾","005299,005300,006132,006133,006233,006234,007501,010611,010612,010694,501075,506001",1498,171.7,"006132","万家智造优势混合A"
"30512115","李文程","000740,000741,001794,004121,006545,006546,007433,007563,009207",1046,7.39,"000740","兴银货币B"
"30721135","刘文成","004686",59,17.72,"004686","华夏研究精选股票"
"30324785","刘万锋","002341,002520,003297,003809,003810,005606,006107,006108,006427,006428,006629,006630,009580,161716,217003,217004,217014,217203",2229,27.14,"161716","招商双债增强债券(LOF)C"
"30725439","刘维华","610007",9,-0.09,"610007","信达澳银消费优选混合"
"30163568","罗文杰","004342,004348,004642,004643,005659,005788,005789,010989,159925,160119,202015,202019,501302,510500,512160,512200,513600",2861,173.4,"159925","南方沪深300ETF"
"30276903","柳万军","000015,000016,000047,000048,001031,001033,005128,005407,005408,005886,005887,008947,008948,010014,010015",2608,77.32,"001031","华夏安康债券A"
"30282657","李文君","000089,000090,000371,000715,000798,000799,001240,003478,003792,004589,007201,007454,009256,010288,690010,690210",2423,37.33,"007454","民生加银嘉盈债券"
"30130776","陆文凯","001056,168501",991,144.28,"168501","北信瑞丰产业升级"
"30494397","李维康","006535,006536,007941,007942,009301,009302,009303,009304",703,13.78,"006536","恒生前海恒锦裕利C"
"30042301","陆文磊","164702",4734,68.09,"164702","汇添富季季红定开债"
"30364715","刘文良","002850,003406,005461,006030,006031,007440,007441,008361,008780,202105,202107",2011,67.3,"005461","南方希元转债"
